座席ID,スクリーンID,列,座席番号,ブロック,通路側,車イス席,座席ランク
T06-G-16,6,G,16,中央,False,False,プレミアム
T06-G-17,6,G,17,中央,True,False,プレミアム
T06-G-20,6,G,20,右,True,False,スタンダード
T06-G-21,6,G,21,右,False,False,スタンダード
T06-G-22,6,G,22,右,False,False,スタンダード
T06-G-23,6,G,23,右,False,False,スタンダード
T06-H-03,6,H,3,左,False,False,スタンダード
T06-H-04,6,H,4,左,True,False,スタンダード
T06-H-07,6,H,7,中央,True,False,プレミアム
T06-H-08,6,H,8,中央,False,False,プレミアム
T06-H-09,6,H,9,中央,False,False,プレミアム
T06-H-10,6,H,10,中央,False,False,プレミアム
T06-H-11,6,H,11,中央,False,False,プレミアム
T06-H-12,6,H,12,中央,False,False,プレミアム
T06-H-13,6,H,13,中央,False,False,プレミアム
T06-H-14,6,H,14,中央,False,False,プレミアム
T06-H-15,6,H,15,中央,False,False,プレミアム
T06-H-16,6,H,16,中央,False,False,プレミアム
T06-H-17,6,H,17,中央,True,False,プレミアム
T06-H-20,6,H,20,右,True,False,スタンダード
T06-H-21,6,H,21,右,False,False,スタンダード
T06-H-22,6,H,22,右,False,False,スタンダード
T06-H-23,6,H,23,右,False,False,スタンダード
T06-I-01,6,I,1,左,False,False,スタンダード
T06-I-02,6,I,2,左,False,False,スタンダード
T06-I-03,6,I,3,左,False,False,スタンダード
T06-I-04,6,I,4,左,True,False,スタンダード
T06-I-07,6,I,7,中央,True,False,プレミアム
T06-I-08,6,I,8,中央,False,False,プレミアム
T06-I-09,6,I,9,中央,False,False,プレミアム
T06-I-10,6,I,10,中央,False,False,プレミアム
T06-I-11,6,I,11,中央,False,False,プレミアム
T06-I-12,6,I,12,中央,False,False,プレミアム
T06-I-13,6,I,13,中央,False,False,プレミアム
T06-I-14,6,I,14,中央,False,False,プレミアム
T06-I-15,6,I,15,中央,False,False,プレミアム
T06-I-16,6,I,16,中央,False,False,プレミアム
T06-I-17,6,I,17,中央,True,False,プレミアム
T06-I-20,6,I,20,右,True,False,スタンダード
T06-I-21,6,I,21,右,False,False,スタンダード
T06-I-22,6,I,22,右,False,False,スタンダード
T06-I-23,6,I,23,右,False,False,スタンダード
T06-J-01,6,J,1,左,False,False,スタンダード
T06-J-02,6,J,2,左,False,False,スタンダード
T06-J-03,6,J,3,左,False,False,スタンダード
T06-J-04,6,J,4,左,True,False,スタンダード
T06-J-07,6,J,7,中央,True,False,プレミアム
T06-J-08,6,J,8,中央,False,False,プレミアム
T06-J-09,6,J,9,中央,False,False,プレミアム
T06-J-10,6,J,10,中央,False,False,プレミアム
T06-J-11,6,J,11,中央,False,False,プレミアム
T06-J-12,6,J,12,中央,False,False,プレミアム
T06-J-13,6,J,13,中央,False,False,プレミアム
T06-J-14,6,J,14,中央,False,False,プレミアム
T06-J-15,6,J,15,中央,False,False,プレミアム
T06-J-16,6,J,16,中央,False,False,プレミアム
T06-J-17,6,J,17,中央,True,False,プレミアム
T06-J-20,6,J,20,右,True,False,スタンダード
T06-J-21,6,J,21,右,False,False,スタンダード
T06-J-22,6,J,22,右,False,False,スタンダード
T06-J-23,6,J,23,右,False,False,スタンダード
T06-K-01,6,K,1,左,False,False,スタンダード
T06-K-02,6,K,2,左,False,False,スタンダード
T06-K-03,6,K,3,左,False,False,スタンダード
T06-K-04,6,K,4,左,False,False,スタンダード
T06-K-05,6,K,5,左,False,False,スタンダード
T06-K-06,6,K,6,左,True,False,スタンダード
T06-K-07,6,K,7,中央,True,False,プレミアム
T06-K-08,6,K,8,中央,False,False,プレミアム
T06-K-09,6,K,9,中央,False,False,プレミアム
T06-K-10,6,K,10,中央,False,False,プレミアム
T06-K-11,6,K,11,中央,False,False,プレミアム
T06-K-12,6,K,12,中央,False,False,プレミアム
T06-K-13,6,K,13,中央,False,False,プレミアム
T06-K-14,6,K,14,中央,False,False,プレミアム
T06-K-15,6,K,15,中央,False,False,プレミアム
T06-K-16,6,K,16,中央,False,False,プレミアム
T06-K-17,6,K,17,中央,False,False,プレミアム
T06-K-18,6,K,18,中央,True,False,プレミアム
T06-K-19,6,K,19,右,True,False,スタンダード
T06-K-20,6,K,20,右,False,False,スタンダード
T06-K-21,6,K,21,右,False,False,スタンダード
T06-K-22,6,K,22,右,False,False,スタンダード
T06-K-23,6,K,23,右,False,False,スタンダード
T07-A-01,7,A,1,左,False,False,前方
T07-A-02,7,A,2,左,False,False,前方
T07-A-03,7,A,3,左,False,False,前方
T07-A-04,7,A,4,左,True,False,前方
T07-A-06,7,A,6,中央,True,False,前方
T07-A-07,7,A,7,中央,False,False,前方
T07-A-08,7,A,8,中央,False,False,前方
T07-A-09,7,A,9,中央,False,False,前方
T07-A-10,7,A,10,中央,False,False,前方
T07-A-11,7,A,11,中央,False,False,前方
T07-A-12,7,A,12,中央,False,False,前方
T07-A-13,7,A,13,中央,False,False,前方
T07-A-14,7,A,14,中央,True,False,前方
T07-A-17,7,A,17,右,True,False,前方
T07-A-18,7,A,18,右,False,False,前方
T07-A-19,7,A,19,右,False,False,前方
T07-A-20,7,A,20,右,False,False,前方
T07-B-01,7,B,1,左,False,False,前方
T07-B-02,7,B,2,左,False,False,前方
T07-B-03,7,B,3,左,False,False,前方
T07-B-04,7,B,4,左,True,False,前方
T07-B-06,7,B,6,中央,True,False,前方
T07-B-07,7,B,7,中央,False,False,前方
T07-B-08,7,B,8,中央,False,False,前方
T07-B-09,7,B,9,中央,False,False,前方
T07-B-10,7,B,10,中央,False,False,前方
T07-B-11,7,B,11,中央,False,False,前方
T07-B-12,7,B,12,中央,False,False,前方
T07-B-13,7,B,13,中央,False,False,前方
T07-B-14,7,B,14,中央,True,False,前方
T07-B-17,7,B,17,右,True,False,前方
T07-B-18,7,B,18,右,False,False,前方
T07-B-19,7,B,19,右,False,False,前方
T07-B-20,7,B,20,右,False,False,前方
T07-C-01,7,C,1,左,False,False,スタンダード
T07-C-02,7,C,2,左,False,False,スタンダード
T07-C-03,7,C,3,左,False,False,スタンダード
T07-C-04,7,C,4,左,True,False,スタンダード
T07-C-06,7,C,6,中央,True,False,スタンダード
T07-C-07,7,C,7,中央,False,False,スタンダード
T07-C-08,7,C,8,中央,False,False,スタンダード
T07-C-09,7,C,9,中央,False,False,スタンダード
T07-C-10,7,C,10,中央,False,False,スタンダード
T07-C-11,7,C,11,中央,False,False,スタンダード
T07-C-12,7,C,12,中央,False,False,スタンダード
T07-C-13,7,C,13,中央,False,False,スタンダード
T07-C-14,7,C,14,中央,True,False,スタンダード
T07-C-17,7,C,17,右,True,False,スタンダード
T07-C-18,7,C,18,右,False,False,スタンダード
T07-C-19,7,C,19,右,False,False,スタンダード
T07-C-20,7,C,20,右,False,False,スタンダード
T07-D-03,7,D,3,左,False,False,スタンダード
T07-D-04,7,D,4,左,True,False,スタンダード
T07-D-07,7,D,7,中央,True,True,スタンダード
T07-D-08,7,D,8,中央,False,False,スタンダード
T07-D-09,7,D,9,中央,False,False,スタンダード
T07-D-10,7,D,10,中央,False,False,スタンダード
T07-D-11,7,D,11,中央,False,False,スタンダード
T07-D-12,7,D,12,中央,False,False,スタンダード
T07-D-13,7,D,13,中央,False,False,スタンダード
T07-D-14,7,D,14,中央,True,True,スタンダード
T07-D-17,7,D,17,右,True,False,スタンダード
T07-D-18,7,D,18,右,False,False,スタンダード
T07-D-19,7,D,19,右,False,False,スタンダード
T07-D-20,7,D,20,右,False,False,スタンダード
T07-E-03,7,E,3,左,False,False,スタンダード
T07-E-04,7,E,4,左,True,False,スタンダード
T07-E-06,7,E,6,中央,True,False,プレミアム
T07-E-07,7,E,7,中央,False,False,プレミアム
T07-E-08,7,E,8,中央,False,False,プレミアム
T07-E-09,7,E,9,中央,False,False,プレミアム
T07-E-10,7,E,10,中央,False,False,プレミアム
T07-E-11,7,E,11,中央,False,False,プレミアム
T07-E-12,7,E,12,中央,False,False,プレミアム
T07-E-13,7,E,13,中央,False,False,プレミアム
T07-E-14,7,E,14,中央,True,False,プレミアム
T07-E-17,7,E,17,右,True,False,スタンダード
T07-E-18,7,E,18,右,False,False,スタンダード
T07-E-19,7,E,19,右,False,False,スタンダード
T07-E-20,7,E,20,右,False,False,スタンダード
T07-F-03,7,F,3,左,False,False,スタンダード
T07-F-04,7,F,4,左,True,False,スタンダード
T07-F-06,7,F,6,中央,True,False,プレミアム
T07-F-07,7,F,7,中央,False,False,プレミアム
T07-F-08,7,F,8,中央,False,False,プレミアム
T07-F-09,7,F,9,中央,False,False,プレミアム
T07-F-10,7,F,10,中央,False,False,プレミアム
T07-F-11,7,F,11,中央,False,False,プレミアム
T07-F-12,7,F,12,中央,False,False,プレミアム
T07-F-13,7,F,13,中央,False,False,プレミアム
T07-F-14,7,F,14,中央,True,False,プレミアム
T07-F-17,7,F,17,右,True,False,スタンダード
T07-F-18,7,F,18,右,False,False,スタンダード
T07-F-19,7,F,19,右,False,False,スタンダード
T07-F-20,7,F,20,右,False,False,スタンダード
T07-G-03,7,G,3,左,False,False,スタンダード
T07-G-04,7,G,4,左,True,False,スタンダード
T07-G-06,7,G,6,中央,True,False,プレミアム
T07-G-07,7,G,7,中央,False,False,プレミアム
T07-G-08,7,G,8,中央,False,False,プレミアム
T07-G-09,7,G,9,中央,False,False,プレミアム
T07-G-10,7,G,10,中央,False,False,プレミアム
T07-G-11,7,G,11,中央,False,False,プレミアム
T07-G-12,7,G,12,中央,False,False,プレミアム
T07-G-13,7,G,13,中央,False,False,プレミアム
T07-G-14,7,G,14,中央,True,False,プレミアム
T07-G-17,7,G,17,右,True,False,スタンダード
T07-G-18,7,G,18,右,False,False,スタンダード
T07-G-19,7,G,19,右,False,False,スタンダード
T07-G-20,7,G,20,右,False,False,スタンダード
T07-H-03,7,H,3,左,False,False,スタンダード
T07-H-04,7,H,4,左,True,False,スタンダード
T07-H-06,7,H,6,中央,True,False,プレミアム
T07-H-07,7,H,7,中央,False,False,プレミアム
T07-H-08,7,H,8,中央,False,False,プレミアム
T07-H-09,7,H,9,中央,False,False,プレミアム
T07-H-10,7,H,10,中央,False,False,プレミアム
T07-H-11,7,H,11,中央,False,False,プレミアム
T07-H-12,7,H,12,中央,False,False,プレミアム
T07-H-13,7,H,13,中央,False,False,プレミアム
T07-H-14,7,H,14,中央,True,False,プレミアム
T07-H-17,7,H,17,右,True,False,スタンダード
T07-H-18,7,H,18,右,False,False,スタンダード
T07-H-19,7,H,19,右,False,False,スタンダード
T07-H-20,7,H,20,右,False,False,スタンダード
T07-I-03,7,I,3,左,False,False,スタンダード
T07-I-04,7,I,4,左,True,False,スタンダード
T07-I-06,7,I,6,中央,True,False,プレミアム
T07-I-07,7,I,7,中央,False,False,プレミアム
T07-I-08,7,I,8,中央,False,False,プレミアム
T07-I-09,7,I,9,中央,False,False,プレミアム
T07-I-10,7,I,10,中央,False,False,プレミアム
T07-I-11,7,I,11,中央,False,False,プレミアム
T07-I-12,7,I,12,中央,False,False,プレミアム
T07-I-13,7,I,13,中央,False,False,プレミアム
T07-I-14,7,I,14,中央,True,False,プレミアム
T07-I-17,7,I,17,右,True,False,スタンダード
T07-I-18,7,I,18,右,False,False,スタンダード
T07-I-19,7,I,19,右,False,False,スタンダード
T07-I-20,7,I,20,右,False,False,スタンダード
T07-J-01,7,J,1,左,False,False,スタンダード
T07-J-02,7,J,2,左,False,False,スタンダード
T07-J-03,7,J,3,左,False,False,スタンダード
T07-J-04,7,J,4,左,True,False,スタンダード
T07-J-06,7,J,6,中央,True,False,プレミアム
T07-J-07,7,J,7,中央,False,False,プレミアム
T07-J-08,7,J,8,中央,False,False,プレミアム
T07-J-09,7,J,9,中央,False,False,プレミアム
T07-J-10,7,J,10,中央,False,False,プレミアム
T07-J-11,7,J,11,中央,False,False,プレミアム
T07-J-12,7,J,12,中央,False,False,プレミアム
T07-J-13,7,J,13,中央,False,False,プレミアム
T07-J-14,7,J,14,中央,True,False,プレミアム
T07-J-17,7,J,17,右,True,False,スタンダード
T07-J-18,7,J,18,右,False,False,スタンダード
T07-J-19,7,J,19,右,False,False,スタンダード
T07-J-20,7,J,20,右,False,False,スタンダード
T07-K-01,7,K,1,左,False,False,スタンダード
T07-K-02,7,K,2,左,False,False,スタンダード
T07-K-03,7,K,3,左,False,False,スタンダード
T07-K-04,7,K,4,左,True,False,スタンダード
T07-K-06,7,K,6,中央,True,False,プレミアム
T07-K-07,7,K,7,中央,False,False,プレミアム
T07-K-08,7,K,8,中央,False,False,プレミアム
T07-K-09,7,K,9,中央,False,False,プレミアム
T07-K-10,7,K,10,中央,False,False,プレミアム
T07-K-11,7,K,11,中央,False,False,プレミアム
T07-K-12,7,K,12,中央,False,False,プレミアム
T07-K-13,7,K,13,中央,False,False,プレミアム
T07-K-14,7,K,14,中央,True,False,プレミアム
T07-K-17,7,K,17,右,True,False,スタンダード
T07-K-18,7,K,18,右,False,False,スタンダード
T07-K-19,7,K,19,右,False,False,スタンダード
T07-K-20,7,K,20,右,False,False,スタンダード
T07-L-01,7,L,1,左,False,False,スタンダード
T07-L-02,7,L,2,左,False,False,スタンダード
T07-L-03,7,L,3,左,False,False,スタンダード
T07-L-04,7,L,4,左,False,False,スタンダード
T07-L-05,7,L,5,左,True,False,スタンダード
T07-L-06,7,L,6,中央,True,False,プレミアム
T07-L-07,7,L,7,中央,False,False,プレミアム
T07-L-08,7,L,8,中央,False,False,プレミアム
T07-L-09,7,L,9,中央,False,False,プレミアム
T07-L-10,7,L,10,中央,False,False,プレミアム
T07-L-11,7,L,11,中央,False,False,プレミアム
T07-L-12,7,L,12,中央,False,False,プレミアム
T07-L-13,7,L,13,中央,False,False,プレミアム
T07-L-14,7,L,14,中央,False,False,プレミアム
T07-L-15,7,L,15,中央,True,False,プレミアム
T07-L-16,7,L,16,右,True,False,スタンダード
T07-L-17,7,L,17,右,False,False,スタンダード
T07-L-18,7,L,18,右,False,False,スタンダード
T07-L-19,7,L,19,右,False,False,スタンダード
T07-L-20,7,L,20,右,False,False,スタンダード
T08-A-05,8,A,5,中央,True,True,前方
T08-A-06,8,A,6,中央,False,False,前方
T08-A-07,8,A,7,中央,False,False,前方
T08-A-08,8,A,8,中央,False,False,前方
T08-A-09,8,A,9,中央,False,False,前方
T08-A-10,8,A,10,中央,False,False,前方
T08-A-11,8,A,11,中央,False,False,前方
T08-A-12,8,A,12,中央,False,False,前方
T08-A-13,8,A,13,中央,True,True,前方
T08-B-05,8,B,5,中央,True,False,前方
T08-B-06,8,B,6,中央,False,False,前方
T08-B-07,8,B,7,中央,False,False,前方
T08-B-08,8,B,8,中央,False,False,前方
T08-B-09,8,B,9,中央,False,False,前方
T08-B-10,8,B,10,中央,False,False,前方
T08-B-11,8,B,11,中央,False,False,前方
T08-B-12,8,B,12,中央,False,False,前方
T08-B-13,8,B,13,中央,False,False,前方
T08-B-14,8,B,14,中央,True,False,前方
T08-C-05,8,C,5,中央,True,False,プレミアム
T08-C-06,8,C,6,中央,False,False,プレミアム
T08-C-07,8,C,7,中央,False,False,プレミアム
T08-C-08,8,C,8,中央,False,False,プレミアム
T08-C-09,8,C,9,中央,False,False,プレミアム
T08-C-10,8,C,10,中央,False,False,プレミアム
T08-C-11,8,C,11,中央,False,False,プレミアム
T08-C-12,8,C,12,中央,False,False,プレミアム
T08-C-13,8,C,13,中央,False,False,プレミアム
T08-C-14,8,C,14,中央,True,False,プレミアム
T08-D-05,8,D,5,中央,True,False,プレミアム
T08-D-06,8,D,6,中央,False,False,プレミアム
T08-D-07,8,D,7,中央,False,False,プレミアム
T08-D-08,8,D,8,中央,False,False,プレミアム
T08-D-09,8,D,9,中央,False,False,プレミアム
T08-D-10,8,D,10,中央,False,False,プレミアム
T08-D-11,8,D,11,中央,False,False,プレミアム
T08-D-12,8,D,12,中央,False,False,プレミアム
T08-D-13,8,D,13,中央,False,False,プレミアム
T08-D-14,8,D,14,中央,True,False,プレミアム
T08-E-05,8,E,5,中央,True,False,プレミアム
T08-E-06,8,E,6,中央,False,False,プレミアム
T08-E-07,8,E,7,中央,False,False,プレミアム
T08-E-08,8,E,8,中央,False,False,プレミアム
T08-E-09,8,E,9,中央,False,False,プレミアム
T08-E-10,8,E,10,中央,False,False,プレミアム
T08-E-11,8,E,11,中央,False,False,プレミアム
T08-E-12,8,E,12,中央,False,False,プレミアム
T08-E-13,8,E,13,中央,False,False,プレミアム
T08-E-14,8,E,14,中央,True,False,プレミアム
T08-F-01,8,F,1,左,False,False,スタンダード
T08-F-02,8,F,2,左,True,False,スタンダード
T08-F-05,8,F,5,中央,True,False,プレミアム
T08-F-06,8,F,6,中央,False,False,プレミアム
T08-F-07,8,F,7,中央,False,False,プレミアム
T08-F-08,8,F,8,中央,False,False,プレミアム
T08-F-09,8,F,9,中央,False,False,プレミアム
T08-F-10,8,F,10,中央,False,False,プレミアム
T08-F-11,8,F,11,中央,False,False,プレミアム
T08-F-12,8,F,12,中央,False,False,プレミアム
T08-F-13,8,F,13,中央,False,False,プレミアム
T08-F-14,8,F,14,中央,True,False,プレミアム
T08-G-01,8,G,1,左,False,False,スタンダード
T08-G-02,8,G,2,左,False,False,スタンダード
T08-G-03,8,G,3,左,False,False,スタンダード
T08-G-04,8,G,4,左,True,False,スタンダード
T08-G-05,8,G,5,中央,True,False,プレミアム
T08-G-06,8,G,6,中央,False,False,プレミアム
T08-G-07,8,G,7,中央,False,False,プレミアム
T08-G-08,8,G,8,中央,False,False,プレミアム
T08-G-09,8,G,9,中央,False,False,プレミアム
T08-G-10,8,G,10,中央,False,False,プレミアム
T08-G-11,8,G,11,中央,False,False,プレミアム
T08-G-12,8,G,12,中央,False,False,プレミアム
T08-G-13,8,G,13,中央,False,False,プレミアム
T08-G-14,8,G,14,中央,False,False,プレミアム
T08-G-15,8,G,15,中央,True,False,プレミアム
T09-A-01,9,A,1,左,False,False,前方
T09-A-02,9,A,2,左,False,False,前方
T09-A-03,9,A,3,左,False,False,前方
T09-A-04,9,A,4,左,True,False,前方
T09-A-06,9,A,6,中央,True,False,前方
T09-A-07,9,A,7,中央,False,False,前方
T09-A-08,9,A,8,中央,False,False,前方
T09-A-09,9,A,9,中央,False,False,前方
T09-A-10,9,A,10,中央,False,False,前方
T09-A-11,9,A,11,中央,False,False,前方
T09-A-12,9,A,12,中央,False,False,前方
T09-A-13,9,A,13,中央,False,False,前方
T09-A-14,9,A,14,中央,True,False,前方
T09-A-17,9,A,17,右,True,False,前方
T09-A-18,9,A,18,右,False,False,前方
T09-A-19,9,A,19,右,False,False,前方
T09-A-20,9,A,20,右,False,False,前方
T09-B-01,9,B,1,左,False,False,前方
T09-B-02,9,B,2,左,False,False,前方
T09-B-03,9,B,3,左,False,False,前方
T09-B-04,9,B,4,左,True,False,前方
T09-B-06,9,B,6,中央,True,False,前方
T09-B-07,9,B,7,中央,False,False,前方
T09-B-08,9,B,8,中央,False,False,前方
T09-B-09,9,B,9,中央,False,False,前方
T09-B-10,9,B,10,中央,False,False,前方
T09-B-11,9,B,11,中央,False,False,前方
T09-B-12,9,B,12,中央,False,False,前方
T09-B-13,9,B,13,中央,False,False,前方
T09-B-14,9,B,14,中央,True,False,前方
T09-B-17,9,B,17,右,True,False,前方
T09-B-18,9,B,18,右,False,False,前方
T09-B-19,9,B,19,右,False,False,前方
T09-B-20,9,B,20,右,False,False,前方
T09-C-01,9,C,1,左,False,False,スタンダード
T09-C-02,9,C,2,左,False,False,スタンダード
T09-C-03,9,C,3,左,False,False,スタンダード
T09-C-04,9,C,4,左,True,False,スタンダード
T09-C-07,9,C,7,中央,True,True,スタンダード
T09-C-08,9,C,8,中央,False,False,スタンダード
T09-C-09,9,C,9,中央,False,False,スタンダード
T09-C-10,9,C,10,中央,False,False,スタンダード
T09-C-11,9,C,11,中央,False,False,スタンダード
T09-C-12,9,C,12,中央,False,False,スタンダード
T09-C-13,9,C,13,中央,False,False,スタンダード
T09-C-14,9,C,14,中央,True,True,スタンダード
T09-C-17,9,C,17,右,True,False,スタンダード
T09-C-18,9,C,18,右,False,False,スタンダード
T09-D-01,9,D,1,左,False,False,スタンダード
T09-D-02,9,D,2,左,False,False,スタンダード
T09-D-03,9,D,3,左,False,False,スタンダード
T09-D-04,9,D,4,左,True,False,スタンダード
T09-D-06,9,D,6,中央,True,False,プレミアム
T09-D-07,9,D,7,中央,False,False,プレミアム
T09-D-08,9,D,8,中央,False,False,プレミアム
T09-D-09,9,D,9,中央,False,False,プレミアム
T09-D-10,9,D,10,中央,False,False,プレミアム
T09-D-11,9,D,11,中央,False,False,プレミアム
T09-D-12,9,D,12,中央,False,False,プレミアム
T09-D-13,9,D,13,中央,False,False,プレミアム
T09-D-14,9,D,14,中央,True,False,プレミアム
T09-D-17,9,D,17,右,True,False,スタンダード
T09-D-18,9,D,18,右,False,False,スタンダード
T09-E-01,9,E,1,左,False,False,スタンダード
T09-E-02,9,E,2,左,False,False,スタンダード
T09-E-03,9,E,3,左,False,False,スタンダード
T09-E-04,9,E,4,左,True,False,スタンダード
T09-E-06,9,E,6,中央,True,False,プレミアム
T09-E-07,9,E,7,中央,False,False,プレミアム
T09-E-08,9,E,8,中央,False,False,プレミアム
T09-E-09,9,E,9,中央,False,False,プレミアム
T09-E-10,9,E,10,中央,False,False,プレミアム
T09-E-11,9,E,11,中央,False,False,プレミアム
T09-E-12,9,E,12,中央,False,False,プレミアム
T09-E-13,9,E,13,中央,False,False,プレミアム
T09-E-14,9,E,14,中央,True,False,プレミアム
T09-E-17,9,E,17,右,True,False,スタンダード
T09-E-18,9,E,18,右,False,False,スタンダード
T09-F-01,9,F,1,左,False,False,スタンダード
T09-F-02,9,F,2,左,False,False,スタンダード
T09-F-03,9,F,3,左,False,False,スタンダード
T09-F-04,9,F,4,左,True,False,スタンダード
T09-F-06,9,F,6,中央,True,False,プレミアム
T09-F-07,9,F,7,中央,False,False,プレミアム
T09-F-08,9,F,8,中央,False,False,プレミアム
T09-F-09,9,F,9,中央,False,False,プレミアム
T09-F-10,9,F,10,中央,False,False,プレミアム
T09-F-11,9,F,11,中央,False,False,プレミアム
T09-F-12,9,F,12,中央,False,False,プレミアム
T09-F-13,9,F,13,中央,False,False,プレミアム
T09-F-14,9,F,14,中央,True,False,プレミアム
T09-F-17,9,F,17,右,True,False,スタンダード
T09-F-18,9,F,18,右,False,False,スタンダード
T09-G-01,9,G,1,左,False,False,スタンダード
T09-G-02,9,G,2,左,False,False,スタンダード
T09-G-03,9,G,3,左,False,False,スタンダード
T09-G-04,9,G,4,左,True,False,スタンダード
T09-G-06,9,G,6,中央,True,False,プレミアム
T09-G-07,9,G,7,中央,False,False,プレミアム
T09-G-08,9,G,8,中央,False,False,プレミアム
T09-G-09,9,G,9,中央,False,False,プレミアム
T09-G-10,9,G,10,中央,False,False,プレミアム
T09-G-11,9,G,11,中央,False,False,プレミアム
T09-G-12,9,G,12,中央,False,False,プレミアム
T09-G-13,9,G,13,中央,False,False,プレミアム
T09-G-14,9,G,14,中央,True,False,プレミアム
T09-G-17,9,G,17,右,True,False,スタンダード
T09-G-18,9,G,18,右,False,False,スタンダード
T09-H-01,9,H,1,左,False,False,スタンダード
T09-H-02,9,H,2,左,False,False,スタンダード
T09-H-03,9,H,3,左,False,False,スタンダード
T09-H-04,9,H,4,左,True,False,スタンダード
T09-H-06,9,H,6,中央,True,False,プレミアム
T09-H-07,9,H,7,中央,False,False,プレミアム
T09-H-08,9,H,8,中央,False,False,プレミアム
T09-H-09,9,H,9,中央,False,False,プレミアム
T09-H-10,9,H,10,中央,False,False,プレミアム
T09-H-11,9,H,11,中央,False,False,プレミアム
T09-H-12,9,H,12,中央,False,False,プレミアム
T09-H-13,9,H,13,中央,False,False,プレミアム
T09-H-14,9,H,14,中央,True,False,プレミアム
T09-H-17,9,H,17,右,True,False,スタンダード
T09-H-18,9,H,18,右,False,False,スタンダード
T09-H-19,9,H,19,右,False,False,スタンダード
T09-H-20,9,H,20,右,False,False,スタンダード
T09-I-01,9,I,1,左,False,False,スタンダード
T09-I-02,9,I,2,左,False,False,スタンダード
T09-I-03,9,I,3,左,False,False,スタンダード
T09-I-04,9,I,4,左,True,False,スタンダード
T09-I-06,9,I,6,中央,True,False,プレミアム
T09-I-07,9,I,7,中央,False,False,プレミアム
T09-I-08,9,I,8,中央,False,False,プレミアム
T09-I-09,9,I,9,中央,False,False,プレミアム
T09-I-10,9,I,10,中央,False,False,プレミアム
T09-I-11,9,I,11,中央,False,False,プレミアム
T09-I-12,9,I,12,中央,False,False,プレミアム
T09-I-13,9,I,13,中央,False,False,プレミアム
T09-I-14,9,I,14,中央,True,False,プレミアム
T09-I-17,9,I,17,右,True,False,スタンダード
T09-I-18,9,I,18,右,False,False,スタンダード
T09-I-19,9,I,19,右,False,False,スタンダード
T09-I-20,9,I,20,右,False,False,スタンダード
T09-J-01,9,J,1,左,False,False,スタンダード
T09-J-02,9,J,2,左,False,False,スタンダード
T09-J-03,9,J,3,左,False,False,スタンダード
T09-J-04,9,J,4,左,False,False,スタンダード
T09-J-05,9,J,5,左,True,False,スタンダード
T09-J-06,9,J,6,中央,True,False,プレミアム
T09-J-07,9,J,7,中央,False,False,プレミアム
T09-J-08,9,J,8,中央,False,False,プレミアム
T09-J-09,9,J,9,中央,False,False,プレミアム
T09-J-10,9,J,10,中央,False,False,プレミアム
T09-J-11,9,J,11,中央,False,False,プレミアム
T09-J-12,9,J,12,中央,False,False,プレミアム
T09-J-13,9,J,13,中央,False,False,プレミアム
T09-J-14,9,J,14,中央,False,False,プレミアム
T09-J-15,9,J,15,中央,False,False,プレミアム
T09-J-16,9,J,16,中央,True,False,プレミアム
T09-J-17,9,J,17,右,True,False,スタンダード
T09-J-18,9,J,18,右,False,False,スタンダード
T09-J-19,9,J,19,右,False,False,スタンダード
T09-J-20,9,J,20,右,False,False,スタンダード
T10-A-01,10,A,1,左,False,False,前方
T10-A-02,10,A,2,左,False,False,前方
T10-A-03,10,A,3,左,False,False,前方
T10-A-04,10,A,4,左,True,False,前方
T10-A-07,10,A,7,中央,True,False,前方
T10-A-08,10,A,8,中央,False,False,前方
T10-A-09,10,A,9,中央,False,False,前方
T10-A-10,10,A,10,中央,False,False,前方
T10-A-11,10,A,11,中央,False,False,前方
T10-A-12,10,A,12,中央,False,False,前方
T10-A-13,10,A,13,中央,False,False,前方
T10-A-14,10,A,14,中央,False,False,前方
T10-A-15,10,A,15,中央,False,False,前方
T10-A-16,10,A,16,中央,False,False,前方
T10-A-17,10,A,17,中央,False,False,前方
T10-A-18,10,A,18,中央,False,False,前方
T10-A-19,10,A,19,中央,False,False,前方
T10-A-20,10,A,20,中央,True,False,前方
T10-A-23,10,A,23,右,True,False,前方
T10-A-24,10,A,24,右,False,False,前方
T10-A-25,10,A,25,右,False,False,前方
T10-A-26,10,A,26,右,False,False,前方
T10-B-01,10,B,1,左,False,False,前方
T10-B-02,10,B,2,左,False,False,前方
T10-B-03,10,B,3,左,False,False,前方
T10-B-04,10,B,4,左,True,False,前方
T10-B-07,10,B,7,中央,True,False,前方
T10-B-08,10,B,8,中央,False,False,前方
T10-B-09,10,B,9,中央,False,False,前方
T10-B-10,10,B,10,中央,False,False,前方
T10-B-11,10,B,11,中央,False,False,前方
T10-B-12,10,B,12,中央,False,False,前方
T10-B-13,10,B,13,中央,False,False,前方
T10-B-14,10,B,14,中央,False,False,前方
T10-B-15,10,B,15,中央,False,False,前方
T10-B-16,10,B,16,中央,False,False,前方
T10-B-17,10,B,17,中央,False,False,前方
T10-B-18,10,B,18,中央,False,False,前方
T10-B-19,10,B,19,中央,False,False,前方
T10-B-20,10,B,20,中央,True,False,前方
T10-B-23,10,B,23,右,True,False,前方
T10-B-24,10,B,24,右,False,False,前方
T10-B-25,10,B,25,右,False,False,前方
T10-B-26,10,B,26,右,False,False,前方
