上映ID,作品ID,作品名,スクリーンID,上映日,開始時刻,終了時刻,レイトショー,曜日種別,特別日
S11947,M0039,(字幕)F1／エフワン,2,2025-07-19,09:30,11:30,False,土日祝,
S11948,M0154,(吹替)スーパーマン,2,2025-07-19,12:00,14:00,False,土日祝,
S11949,M0021,ドールハウス,2,2025-07-19,14:30,16:30,False,土日祝,
S11950,M0021,ドールハウス,2,2025-07-19,17:00,19:00,False,土日祝,
S11951,M0154,(吹替)スーパーマン,2,2025-07-19,19:00,21:00,False,土日祝,
S11952,M0039,(字幕)F1／エフワン,2,2025-07-19,21:10,23:10,True,土日祝,
S11953,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-19,09:30,11:30,False,土日祝,
S11954,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-19,12:00,14:00,False,土日祝,
S11955,M0039,(字幕)F1／エフワン,3,2025-07-19,14:30,16:30,False,土日祝,
S11956,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-19,17:00,19:00,False,土日祝,
S11957,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-19,19:00,21:00,False,土日祝,
S11958,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-19,21:10,23:10,True,土日祝,
S11959,M0012,(吹替)リロ＆スティッチ,4,2025-07-19,09:30,11:30,False,土日祝,
S11960,M0002,国宝,4,2025-07-19,12:00,14:00,False,土日祝,
S11961,M0012,(吹替)リロ＆スティッチ,4,2025-07-19,14:30,16:30,False,土日祝,
S11962,M0002,国宝,4,2025-07-19,17:00,19:00,False,土日祝,
S11963,M0003,名探偵コナン 隻眼の残像,4,2025-07-19,19:00,21:00,False,土日祝,
S11964,M0012,(吹替)リロ＆スティッチ,4,2025-07-19,21:10,23:10,True,土日祝,
S11965,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-19,09:30,11:30,False,土日祝,
S11966,M0046,君がトクベツ,5,2025-07-19,12:00,14:00,False,土日祝,
S11967,M0080,でっちあげ　殺人教師と呼ばれた男,5,2025-07-19,14:30,16:30,False,土日祝,
S11968,M0046,君がトクベツ,5,2025-07-19,17:00,19:00,False,土日祝,
S11969,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-19,19:00,21:00,False,土日祝,
S11970,M0046,君がトクベツ,5,2025-07-19,21:10,23:10,True,土日祝,
S11971,M0021,ドールハウス,6,2025-07-19,09:30,11:30,False,土日祝,
S11972,M0012,(吹替)リロ＆スティッチ,6,2025-07-19,12:00,14:00,False,土日祝,
S11973,M0003,名探偵コナン 隻眼の残像,6,2025-07-19,14:30,16:30,False,土日祝,
S11974,M0002,国宝,6,2025-07-19,17:00,19:00,False,土日祝,
S11975,M0012,(吹替)リロ＆スティッチ,6,2025-07-19,19:00,21:00,False,土日祝,
S11976,M0025,フロントライン,6,2025-07-19,21:10,23:10,True,土日祝,
S11977,M0003,名探偵コナン 隻眼の残像,7,2025-07-19,09:30,11:30,False,土日祝,
S11978,M0003,名探偵コナン 隻眼の残像,7,2025-07-19,12:00,14:00,False,土日祝,
S11979,M0012,(吹替)リロ＆スティッチ,7,2025-07-19,14:30,16:30,False,土日祝,
S11980,M0012,(吹替)リロ＆スティッチ,7,2025-07-19,17:00,19:00,False,土日祝,
S11981,M0002,国宝,7,2025-07-19,19:00,21:00,False,土日祝,
S11982,M0002,国宝,7,2025-07-19,21:10,23:10,True,土日祝,
S11983,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,8,2025-07-19,09:30,11:30,False,土日祝,
S11984,M0069,(字幕)スーパーマン,8,2025-07-19,12:00,14:00,False,土日祝,
S11985,M0069,(字幕)スーパーマン,8,2025-07-19,14:30,16:30,False,土日祝,
S11986,M0073,ババンババンバンバンパイア,8,2025-07-19,17:00,19:00,False,土日祝,
S11987,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,8,2025-07-19,19:00,21:00,False,土日祝,
S11988,M0039,(字幕)F1／エフワン,8,2025-07-19,21:10,23:10,True,土日祝,
S11989,M0025,フロントライン,9,2025-07-19,09:30,11:30,False,土日祝,
S11990,M0021,ドールハウス,9,2025-07-19,12:00,14:00,False,土日祝,
S11991,M0002,国宝,9,2025-07-19,14:30,16:30,False,土日祝,
S11992,M0025,フロントライン,9,2025-07-19,17:00,19:00,False,土日祝,
S11993,M0003,名探偵コナン 隻眼の残像,9,2025-07-19,19:00,21:00,False,土日祝,
S11994,M0021,ドールハウス,9,2025-07-19,21:10,23:10,True,土日祝,
S11995,M0006,ヒプノシスマイク -Division Rap Battle-,10,2025-07-19,09:30,11:30,False,土日祝,
S11996,M0080,でっちあげ　殺人教師と呼ばれた男,10,2025-07-19,12:00,14:00,False,土日祝,
S11997,M0046,君がトクベツ,10,2025-07-19,14:30,16:30,False,土日祝,
S11998,M0046,君がトクベツ,10,2025-07-19,17:00,19:00,False,土日祝,
S11999,M0114,(吹替)F1／エフワン,10,2025-07-19,19:00,21:00,False,土日祝,
S12000,M0095,それいけ！アンパンマン　ﾁｬﾎﾟﾝのﾋｰﾛｰ!,10,2025-07-19,21:10,23:10,True,土日祝,
S12001,M0073,ババンババンバンバンパイア,1,2025-07-20,09:30,11:30,False,土日祝,
S12002,M0021,ドールハウス,1,2025-07-20,12:00,14:00,False,土日祝,
S12003,M0055,LUPIN THE IIIRD THE MOVIE 不死身の血族,1,2025-07-20,14:30,16:30,False,土日祝,
S12004,M0055,LUPIN THE IIIRD THE MOVIE 不死身の血族,1,2025-07-20,17:00,19:00,False,土日祝,
S12005,M0039,(字幕)F1／エフワン,1,2025-07-20,19:00,21:00,False,土日祝,
S12006,M0021,ドールハウス,1,2025-07-20,21:10,23:10,True,土日祝,
S12007,M0039,(字幕)F1／エフワン,2,2025-07-20,09:30,11:30,False,土日祝,
S12008,M0021,ドールハウス,2,2025-07-20,12:00,14:00,False,土日祝,
S12009,M0154,(吹替)スーパーマン,2,2025-07-20,14:30,16:30,False,土日祝,
S12010,M0021,ドールハウス,2,2025-07-20,17:00,19:00,False,土日祝,
S12011,M0154,(吹替)スーパーマン,2,2025-07-20,19:00,21:00,False,土日祝,
S12012,M0039,(字幕)F1／エフワン,2,2025-07-20,21:10,23:10,True,土日祝,
S12013,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-20,09:30,11:30,False,土日祝,
S12014,M0039,(字幕)F1／エフワン,3,2025-07-20,12:00,14:00,False,土日祝,
S12015,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-20,14:30,16:30,False,土日祝,
S12016,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-20,17:00,19:00,False,土日祝,
S12017,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-20,19:00,21:00,False,土日祝,
S12018,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-20,21:10,23:10,True,土日祝,
S12019,M0012,(吹替)リロ＆スティッチ,4,2025-07-20,09:30,11:30,False,土日祝,
S12020,M0012,(吹替)リロ＆スティッチ,4,2025-07-20,12:00,14:00,False,土日祝,
S12021,M0003,名探偵コナン 隻眼の残像,4,2025-07-20,14:30,16:30,False,土日祝,
S12022,M0002,国宝,4,2025-07-20,17:00,19:00,False,土日祝,
S12023,M0012,(吹替)リロ＆スティッチ,4,2025-07-20,19:00,21:00,False,土日祝,
S12024,M0002,国宝,4,2025-07-20,21:10,23:10,True,土日祝,
S12025,M0046,君がトクベツ,5,2025-07-20,09:30,11:30,False,土日祝,
S12026,M0046,君がトクベツ,5,2025-07-20,12:00,14:00,False,土日祝,
S12027,M0080,でっちあげ　殺人教師と呼ばれた男,5,2025-07-20,14:30,16:30,False,土日祝,
S12028,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-20,17:00,19:00,False,土日祝,
S12029,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-20,19:00,21:00,False,土日祝,
S12030,M0046,君がトクベツ,5,2025-07-20,21:10,23:10,True,土日祝,
S12031,M0002,国宝,6,2025-07-20,09:30,11:30,False,土日祝,
S12032,M0021,ドールハウス,6,2025-07-20,12:00,14:00,False,土日祝,
S12033,M0025,フロントライン,6,2025-07-20,14:30,16:30,False,土日祝,
S12034,M0012,(吹替)リロ＆スティッチ,6,2025-07-20,17:00,19:00,False,土日祝,
S12035,M0003,名探偵コナン 隻眼の残像,6,2025-07-20,19:00,21:00,False,土日祝,
S12036,M0012,(吹替)リロ＆スティッチ,6,2025-07-20,21:10,23:10,True,土日祝,
S12037,M0003,名探偵コナン 隻眼の残像,7,2025-07-20,09:30,11:30,False,土日祝,
S12038,M0002,国宝,7,2025-07-20,12:00,14:00,False,土日祝,
S12039,M0003,名探偵コナン 隻眼の残像,7,2025-07-20,14:30,16:30,False,土日祝,
S12040,M0002,国宝,7,2025-07-20,17:00,19:00,False,土日祝,
S12041,M0012,(吹替)リロ＆スティッチ,7,2025-07-20,19:00,21:00,False,土日祝,
S12042,M0012,(吹替)リロ＆スティッチ,7,2025-07-20,21:10,23:10,True,土日祝,
S12043,M0039,(字幕)F1／エフワン,8,2025-07-20,09:30,11:30,False,土日祝,
S12044,M0073,ババンババンバンバンパイア,8,2025-07-20,12:00,14:00,False,土日祝,
S12045,M0069,(字幕)スーパーマン,8,2025-07-20,14:30,16:30,False,土日祝,
S12046,M0069,(字幕)スーパーマン,8,2025-07-20,17:00,19:00,False,土日祝,
S12047,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,8,2025-07-20,19:00,21:00,False,土日祝,
S12048,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,8,2025-07-20,21:10,23:10,True,土日祝,
S12049,M0021,ドールハウス,9,2025-07-20,09:30,11:30,False,土日祝,
S12050,M0025,フロントライン,9,2025-07-20,12:00,14:00,False,土日祝,
S12051,M0025,フロントライン,9,2025-07-20,14:30,16:30,False,土日祝,
S12052,M0021,ドールハウス,9,2025-07-20,17:00,19:00,False,土日祝,
S12053,M0002,国宝,9,2025-07-20,19:00,21:00,False,土日祝,
S12054,M0003,名探偵コナン 隻眼の残像,9,2025-07-20,21:10,23:10,True,土日祝,
S12055,M0006,ヒプノシスマイク -Division Rap Battle-,10,2025-07-20,09:30,11:30,False,土日祝,
S12056,M0114,(吹替)F1／エフワン,10,2025-07-20,12:00,14:00,False,土日祝,
S12057,M0095,それいけ！アンパンマン　ﾁｬﾎﾟﾝのﾋｰﾛｰ!,10,2025-07-20,14:30,16:30,False,土日祝,
S12058,M0080,でっちあげ　殺人教師と呼ばれた男,10,2025-07-20,17:00,19:00,False,土日祝,
S12059,M0046,君がトクベツ,10,2025-07-20,19:00,21:00,False,土日祝,
S12060,M0046,君がトクベツ,10,2025-07-20,21:10,23:10,True,土日祝,
S12061,M0021,ドールハウス,1,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12062,M0039,(字幕)F1／エフワン,1,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12063,M0021,ドールハウス,1,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12064,M0073,ババンババンバンバンパイア,1,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12065,M0055,LUPIN THE IIIRD THE MOVIE 不死身の血族,1,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12066,M0055,LUPIN THE IIIRD THE MOVIE 不死身の血族,1,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12067,M0039,(字幕)F1／エフワン,2,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12068,M0154,(吹替)スーパーマン,2,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12069,M0154,(吹替)スーパーマン,2,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12070,M0021,ドールハウス,2,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12071,M0039,(字幕)F1／エフワン,2,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12072,M0021,ドールハウス,2,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12073,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12074,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12075,M0039,(字幕)F1／エフワン,3,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12076,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12077,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12078,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12079,M0012,(吹替)リロ＆スティッチ,4,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12080,M0002,国宝,4,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12081,M0012,(吹替)リロ＆スティッチ,4,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12082,M0002,国宝,4,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12083,M0003,名探偵コナン 隻眼の残像,4,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12084,M0012,(吹替)リロ＆スティッチ,4,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12085,M0046,君がトクベツ,5,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12086,M0046,君がトクベツ,5,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12087,M0080,でっちあげ　殺人教師と呼ばれた男,5,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12088,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12089,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12090,M0046,君がトクベツ,5,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12091,M0012,(吹替)リロ＆スティッチ,6,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12092,M0021,ドールハウス,6,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12093,M0012,(吹替)リロ＆スティッチ,6,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12094,M0003,名探偵コナン 隻眼の残像,6,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12095,M0002,国宝,6,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12096,M0025,フロントライン,6,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12097,M0003,名探偵コナン 隻眼の残像,7,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12098,M0012,(吹替)リロ＆スティッチ,7,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12099,M0003,名探偵コナン 隻眼の残像,7,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12100,M0002,国宝,7,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12101,M0012,(吹替)リロ＆スティッチ,7,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12102,M0002,国宝,7,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12103,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,8,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12104,M0069,(字幕)スーパーマン,8,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12105,M0069,(字幕)スーパーマン,8,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12106,M0039,(字幕)F1／エフワン,8,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12107,M0073,ババンババンバンバンパイア,8,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12108,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,8,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12109,M0002,国宝,9,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12110,M0021,ドールハウス,9,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12111,M0025,フロントライン,9,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12112,M0021,ドールハウス,9,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12113,M0003,名探偵コナン 隻眼の残像,9,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12114,M0025,フロントライン,9,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12115,M0046,君がトクベツ,10,2025-07-21,09:30,11:30,False,土日祝,メンズデイ
S12116,M0046,君がトクベツ,10,2025-07-21,12:00,14:00,False,土日祝,メンズデイ
S12117,M0095,それいけ！アンパンマン　ﾁｬﾎﾟﾝのﾋｰﾛｰ!,10,2025-07-21,14:30,16:30,False,土日祝,メンズデイ
S12118,M0006,ヒプノシスマイク -Division Rap Battle-,10,2025-07-21,17:00,19:00,False,土日祝,メンズデイ
S12119,M0114,(吹替)F1／エフワン,10,2025-07-21,19:00,21:00,False,土日祝,メンズデイ
S12120,M0080,でっちあげ　殺人教師と呼ばれた男,10,2025-07-21,21:10,23:10,True,土日祝,メンズデイ
S12121,M0021,ドールハウス,1,2025-07-22,09:30,11:30,False,平日,
S12122,M0055,LUPIN THE IIIRD THE MOVIE 不死身の血族,1,2025-07-22,12:00,14:00,False,平日,
S12123,M0055,LUPIN THE IIIRD THE MOVIE 不死身の血族,1,2025-07-22,14:30,16:30,False,平日,
S12124,M0021,ドールハウス,1,2025-07-22,17:00,19:00,False,平日,
S12125,M0073,ババンババンバンバンパイア,1,2025-07-22,19:00,21:00,False,平日,
S12126,M0039,(字幕)F1／エフワン,1,2025-07-22,21:10,23:10,True,平日,
S12127,M0039,(字幕)F1／エフワン,2,2025-07-22,09:30,11:30,False,平日,
S12128,M0021,ドールハウス,2,2025-07-22,12:00,14:00,False,平日,
S12129,M0154,(吹替)スーパーマン,2,2025-07-22,14:30,16:30,False,平日,
S12130,M0154,(吹替)スーパーマン,2,2025-07-22,17:00,19:00,False,平日,
S12131,M0039,(字幕)F1／エフワン,2,2025-07-22,19:00,21:00,False,平日,
S12132,M0021,ドールハウス,2,2025-07-22,21:10,23:10,True,平日,
S12133,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-22,09:30,11:30,False,平日,
S12134,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-22,12:00,14:00,False,平日,
S12135,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-22,14:30,16:30,False,平日,
S12136,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,3,2025-07-22,17:00,19:00,False,平日,
S12137,M0039,(字幕)F1／エフワン,3,2025-07-22,19:00,21:00,False,平日,
S12138,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-22,21:10,23:10,True,平日,
S12139,M0002,国宝,4,2025-07-22,09:30,11:30,False,平日,
S12140,M0012,(吹替)リロ＆スティッチ,4,2025-07-22,12:00,14:00,False,平日,
S12141,M0012,(吹替)リロ＆スティッチ,4,2025-07-22,14:30,16:30,False,平日,
S12142,M0012,(吹替)リロ＆スティッチ,4,2025-07-22,17:00,19:00,False,平日,
S12143,M0002,国宝,4,2025-07-22,19:00,21:00,False,平日,
S12144,M0003,名探偵コナン 隻眼の残像,4,2025-07-22,21:10,23:10,True,平日,
S12145,M0046,君がトクベツ,5,2025-07-22,09:30,11:30,False,平日,
S12146,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-22,12:00,14:00,False,平日,
S12147,M0080,でっちあげ　殺人教師と呼ばれた男,5,2025-07-22,14:30,16:30,False,平日,
S12148,M0046,君がトクベツ,5,2025-07-22,17:00,19:00,False,平日,
S12149,M0046,君がトクベツ,5,2025-07-22,19:00,21:00,False,平日,
S12150,M0006,ヒプノシスマイク -Division Rap Battle-,5,2025-07-22,21:10,23:10,True,平日,
S12151,M0003,名探偵コナン 隻眼の残像,6,2025-07-22,09:30,11:30,False,平日,
S12152,M0012,(吹替)リロ＆スティッチ,6,2025-07-22,12:00,14:00,False,平日,
S12153,M0002,国宝,6,2025-07-22,14:30,16:30,False,平日,
S12154,M0021,ドールハウス,6,2025-07-22,17:00,19:00,False,平日,
S12155,M0012,(吹替)リロ＆スティッチ,6,2025-07-22,19:00,21:00,False,平日,
S12156,M0025,フロントライン,6,2025-07-22,21:10,23:10,True,平日,
S12157,M0003,名探偵コナン 隻眼の残像,7,2025-07-22,09:30,11:30,False,平日,
S12158,M0002,国宝,7,2025-07-22,12:00,14:00,False,平日,
S12159,M0012,(吹替)リロ＆スティッチ,7,2025-07-22,14:30,16:30,False,平日,
S12160,M0003,名探偵コナン 隻眼の残像,7,2025-07-22,17:00,19:00,False,平日,
S12161,M0002,国宝,7,2025-07-22,19:00,21:00,False,平日,
S12162,M0012,(吹替)リロ＆スティッチ,7,2025-07-22,21:10,23:10,True,平日,
S12163,M0039,(字幕)F1／エフワン,8,2025-07-22,09:30,11:30,False,平日,
S12164,M0073,ババンババンバンバンパイア,8,2025-07-22,12:00,14:00,False,平日,
S12165,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,8,2025-07-22,14:30,16:30,False,平日,
S12166,M0069,(字幕)スーパーマン,8,2025-07-22,17:00,19:00,False,平日,
S12167,M0066,JO1 THE MOVIE『未完成』-Bon Voyage-,8,2025-07-22,19:00,21:00,False,平日,
S12168,M0069,(字幕)スーパーマン,8,2025-07-22,21:10,23:10,True,平日,
S12169,M0003,名探偵コナン 隻眼の残像,9,2025-07-22,09:30,11:30,False,平日,
S12170,M0021,ドールハウス,9,2025-07-22,12:00,14:00,False,平日,
S12171,M0025,フロントライン,9,2025-07-22,14:30,16:30,False,平日,
S12172,M0021,ドールハウス,9,2025-07-22,17:00,19:00,False,平日,
S12173,M0025,フロントライン,9,2025-07-22,19:00,21:00,False,平日,
S12174,M0002,国宝,9,2025-07-22,21:10,23:10,True,平日,
S12175,M0080,でっちあげ　殺人教師と呼ばれた男,10,2025-07-22,09:30,11:30,False,平日,
S12176,M0046,君がトクベツ,10,2025-07-22,12:00,14:00,False,平日,
S12177,M0006,ヒプノシスマイク -Division Rap Battle-,10,2025-07-22,14:30,16:30,False,平日,
S12178,M0114,(吹替)F1／エフワン,10,2025-07-22,17:00,19:00,False,平日,
S12179,M0046,君がトクベツ,10,2025-07-22,19:00,21:00,False,平日,
S12180,M0095,それいけ！アンパンマン　ﾁｬﾎﾟﾝのﾋｰﾛｰ!,10,2025-07-22,21:10,23:10,True,平日,
S12181,M0012,(吹替)リロ＆スティッチ,1,2025-07-23,09:30,11:30,False,平日,
S12182,M0003,名探偵コナン 隻眼の残像,1,2025-07-23,12:00,14:00,False,平日,
S12183,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-07-23,14:30,16:30,False,平日,
S12184,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-07-23,17:00,19:00,False,平日,
S12185,M0021,ドールハウス,1,2025-07-23,19:00,21:00,False,平日,
S12186,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-07-23,21:10,23:10,True,平日,
S12187,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,2,2025-07-23,09:30,11:30,False,平日,
S12188,M0001,劇場版「鬼滅の刃」無限城編　第一章,2,2025-07-23,12:00,14:00,False,平日,
S12189,M0021,ドールハウス,2,2025-07-23,14:30,16:30,False,平日,
S12190,M0012,(吹替)リロ＆スティッチ,2,2025-07-23,17:00,19:00,False,平日,
S12191,M0021,ドールハウス,2,2025-07-23,19:00,21:00,False,平日,
S12192,M0025,フロントライン,2,2025-07-23,21:10,23:10,True,平日,
S12193,M0001,劇場版「鬼滅の刃」無限城編　第一章,3,2025-07-23,09:30,11:30,False,平日,
S12194,M0039,(字幕)F1／エフワン,3,2025-07-23,12:00,14:00,False,平日,
S12195,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-23,14:30,16:30,False,平日,
S12196,M0025,フロントライン,3,2025-07-23,17:00,19:00,False,平日,
S12197,M0011,(字幕)ﾐｯｼｮﾝ:ｲﾝﾎﾟｯｼﾌﾞﾙ/ﾌｧｲﾅﾙ･ﾚｺﾆﾝｸﾞ,3,2025-07-23,19:00,21:00,False,平日,
S12198,M0001,劇場版「鬼滅の刃」無限城編　第一章,3,2025-07-23,21:10,23:10,True,平日,
S12199,M0002,国宝,4,2025-07-23,09:30,11:30,False,平日,
S12200,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-07-23,12:00,14:00,False,平日,
S12201,M0003,名探偵コナン 隻眼の残像,4,2025-07-23,14:30,16:30,False,平日,
S12202,M0002,国宝,4,2025-07-23,17:00,19:00,False,平日,
S12203,M0002,国宝,4,2025-07-23,19:00,21:00,False,平日,
S12204,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-07-23,21:10,23:10,True,平日,
S12205,M0012,(吹替)リロ＆スティッチ,5,2025-07-23,09:30,11:30,False,平日,
S12206,M0021,ドールハウス,5,2025-07-23,12:00,14:00,False,平日,
S12207,M0021,ドールハウス,5,2025-07-23,14:30,16:30,False,平日,
S12208,M0021,ドールハウス,5,2025-07-23,17:00,19:00,False,平日,
S12209,M0012,(吹替)リロ＆スティッチ,5,2025-07-23,19:00,21:00,False,平日,
S12210,M0001,劇場版「鬼滅の刃」無限城編　第一章,5,2025-07-23,21:10,23:10,True,平日,
S12211,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-07-23,09:30,11:30,False,平日,
S12212,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-07-23,12:00,14:00,False,平日,
S12213,M0002,国宝,6,2025-07-23,14:30,16:30,False,平日,
S12214,M0002,国宝,6,2025-07-23,17:00,19:00,False,平日,
S12215,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-07-23,19:00,21:00,False,平日,
S12216,M0002,国宝,6,2025-07-23,21:10,23:10,True,平日,
S12217,M0003,名探偵コナン 隻眼の残像,7,2025-07-23,09:30,11:30,False,平日,
S12218,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-07-23,12:00,14:00,False,平日,
